document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Recueil des textes législatifs et réglementaires de BAM _ VF,10,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,882-883,"Les soumissions par voie d’adjudication sont reçues sous forme anonyme par la direction du Trésor et des finances extérieures à travers le système de télé- adjudication géré par Bank Al-Maghrib. En cas de panne de ce système, Bank Al-Maghrib établit un tableau anonyme des offres et le transmet par fax ou par courrier électronique à la direction du Trésor et des finances extérieures. Les soumissions par syndication sont communiquées par les banques désignées comme chefs de file par la direction du Trésor et des finances extérieures au titre des émissions par syndication. La direction du Trésor et des finances extérieures fixe le taux ou le prix limite. Seules les soumissions faites à un taux inférieur ou égal au taux limite ou à un prix supérieur ou égal au prix limite sont satisfaites. Les soumissions par voie d’adjudication retenues sont servies aux taux ou aux prix proposés par les souscripteurs. Les soumissions par syndication retenues sont servies au même taux ou prix limites proposés par les souscripteurs. Le règlement des bons du Trésor souscrits s’effectuera le lundi suivant le jour de l’émission par adjudication ou par syndication pour les bons de maturité égale ou supérieure à 13 semaines et le Jour suivant le jour de l’adjudication pour les bons à très court terme. Si la date de règlement des bons du Trésor souscrits est un Jour férié, le règlement est reporté au jour ouvrable suivant. 883­ Les résultats des émissions par voie d’adjudications ou syndication sont portés à la connaissance du public.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,12,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,883,Les bons du Trésor sont inscrits en compte courant de titres auprès du dépositaire central au nom des établissements admis à présenter les soumissions.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,13,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,883,"Les bons du Trésor peuvent être émis avec les mêmes caractéristiques de taux et d’échéance que d’autres émissions auxquelles ils sont rattachés. Dans ce cas, l’émission desdits bons peut être effectuée à la valeur nominale, au- dessus ou en-dessous de la valeur nominale. Pour le règlement des bons du Trésor rattachés à des émissions antérieures, les adjudicataires acquittent, en plus du prix des bons qui leur sont attribués, le montant des intérêts courus entre la date d’émission ou la date de paiement du coupon précédent et la date de règlement desdits bons.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,14,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,883,"Les bons du Trésor sont remboursés à leur valeur nominale à la date du jour de leur échéance. Les intérêts produits par les bons à taux fixe, taux révisable ou indexé sur l’inflation sont réglés à l’échéance pour les bons d’une durée inférieure ou égale à 52 semaines et annuellement pour les bons d’une durée supérieure à 52 semaines. Les intérêts produits par les bons à taux révisable ou indexés sur l’inflation peuvent être réglés trimestriellement ou semestriellement pour les bons d’une durée supérieure ou égale à 2 ans. En ce qui concerne les bons du Trésor rattachés à d’autres lignes antérieures, les intérêts sont réglés aux mêmes dates que leurs lignes de rattachement. Dans le cas d’émission de bons du Trésor à 52 semaines ou plus à taux fixe, taux révisable ou indexé sur l’inflation avec un premier coupon de durée inférieure ou supérieure à une année, ce premier coupon est réglé en calculant la durée entre la date d’émission et la date d’échéance dans le cas où les intérêts sont réglés annuellement. Quant aux autres coupons, leur règlement s’effectue à leur date d’échéance. Dans le cas d’émission de bons du Trésor à 52 semaines ou plus assortis d’un taux révisable ou indexé sur l’inflation avec un premier coupon de durée inférieure ou supérieure à un trimestre ou à un semestre, ce premier coupon est réglé en calculant la durée entre la date d’émission et la date d’échéance dans le cas où les intérêts sont réglés trimestriellement ou semestriellement. Quant aux autres coupons, leur règlement s’effectue à leur date d’échéance. Si la date de remboursement des bons du Trésor ou de règlement des intérêts produits par ces bons est un jour férié, le règlement est reporté au Jour ouvrable suivant.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,15,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,883-884,"Les bons du Trésor peuvent faire l’objet d’opérations de rachat, d’échange ou de mise en pension avant leur date d’échéance. Dans le cadre des opérations de rachat et d’échange réalisées par la direction du Trésor et des finances extérieures, les bons rachetés cessent de générer des intérêts à partir du jour de règlement des opérations de rachat ou d’échange. 884­ Les bons du Trésor mis en pension par la direction du Trésor et des finances extérieures sont annulés à la date de leur rétrocession. La direction du Trésor et des finances extérieures peut conclure des conventions avec certaines banques portant engagement desdites banques à concourir à l’animation du marché primaire et du marché secondaire des bons du Trésor. En contrepartie de leurs engagements, lesdites banques sont autorisées à présenter des offres non compétitives n° 1 (ONC1) et des offres non compétitives n° 2 (ONC2). Les offres non compétitives n° 1 (ONC1) sont servies à hauteur de 5% des montants adjugés par maturité dont 50% au taux ou au prix moyen pondéré et 50% au taux ou au prix limite. Les offres non compétitives n° 2 (ONC2) sont servies à hauteur de 20 % des montants adjugés par maturité au taux ou prix moyen pondéré. Les modalités d’attribution et de répartition entre ces banques des offres non compétitives n° 1 (ONC1) et offres non compétitives n° 2 (ONC2) sont définies dans les conventions précitées.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,17,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,884-885,"La direction du Trésor et des finances extérieures et Bank Al-Maghrib sont chargées, chacune en ce qui la concerne, de l’exécution du présent arrêté qui sera publié au Bulletin officiel. 885­ Circulaire n° 18/G/2003 du 22 avril 2003 relative à l’adjudication des bons du trésor.391 La présente circulaire a pour objet de fixer les modalités d’application des arrêtés du Ministre des Finances et de la Privatisation du 27 janvier 2003 et du 03 avril 2003 relatif à l’émission de bons du Trésor par voie d’adjudication.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,1,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,885,"Toute personne physique ou morale, résidente ou non résidente, peut soumissionner aux adjudications des bons du Trésor.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,2,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,885,"Les soumissions doivent être présentées par les établissements figurant sur les listes, objet de l’annexes I.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,3,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,885,Le montant unitaire des bons émis par le Trésor dans le cadre des adjudications est de 100 000 dirhams.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,4.392,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,885,"Les adjudications portent sur les bons suivants : - Les bons à très court terme de 7 à 45 jours de durée ; - Les bons à court terme de 13 semaines, 26 semaines et 52 semaines de durée ; - Les bons à moyen terme de 2 ans et 5 ans de durée ; - Les bons à long terme de 10 ans, 15 ans, 20 ans et 30 ans de durée.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,5.393,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,885,Les bons du Trésor sont émis à taux fixe ou à taux révisable.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,6,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,885,"Les dates d’émission et les caractéristiques des bons du Trésor sont portées, en temps utile, à la connaissance des investisseurs.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,7,"livre V de la loi n° 15-95 formant code de commerce, la nomination d’un",TITRE V,,,,885,Les bons du Trésor souscrits par voie d’adjudication sont négociables de gré à gré sur le marché secondaire relatif à cette catégorie de bons.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
